Leader,Follower,Cat_Leader,Cat_Follower,Intra_Inter,Best_Lag,Best_Pvalue,Best_Fstat,Significant,Pvals_by_lag,Frequency
EUROSTOXX50,NASDAQ100,Indices,Indices,Intra,1,0.002594,9.1541,True,"{1: 0.0026, 2: 0.0103, 3: 0.0307, 4: 0.0428}",Weekly
GBPJPY,GOLD,FX_G10,Commodites,Inter,3,0.002721,4.7686,True,"{1: 0.0029, 2: 0.0167, 3: 0.0027, 4: 0.0068}",Weekly
USDNOK,EURUSD,FX_G10,FX_G10,Intra,1,0.002739,9.0528,True,"{1: 0.0027, 2: 0.0094, 3: 0.0088, 4: 0.0056}",Weekly
FTSE100,AUDJPY,Indices,FX_G10,Inter,1,0.002771,9.0309,True,"{1: 0.0028, 2: 0.0093, 3: 0.0244, 4: 0.0247}",Weekly
ASX200,HANGSENG,Indices,Indices,Intra,4,0.002935,4.0666,True,"{1: 0.3509, 2: 0.0582, 3: 0.011, 4: 0.0029}",Weekly
NIKKEI225,WTI_CRUDE,Indices,Commodites,Inter,1,0.002982,8.8949,True,"{1: 0.003, 2: 0.0109, 3: 0.0283, 4: 0.0129}",Weekly
SILVER,USDJPY,Commodites,FX_G10,Inter,2,0.003011,5.8656,True,"{1: 0.067, 2: 0.003, 3: 0.0073, 4: 0.0116}",Weekly
DOWJONES,CAC40,Indices,Indices,Intra,2,0.003012,5.8652,True,"{1: 0.065, 2: 0.003, 3: 0.0064, 4: 0.0165}",Weekly
USDNOK,CAC40,FX_G10,Indices,Inter,3,0.003045,4.6866,True,"{1: 0.0197, 2: 0.0045, 3: 0.003, 4: 0.0073}",Weekly
USDNOK,NZDUSD,FX_G10,FX_G10,Intra,1,0.003254,8.7334,True,"{1: 0.0033, 2: 0.0127, 3: 0.0129, 4: 0.0284}",Weekly
BRENT_CRUDE,WTI_CRUDE,Commodites,Commodites,Intra,3,0.003258,4.6373,True,"{1: 0.0108, 2: 0.0435, 3: 0.0033, 4: 0.0075}",Weekly
VIX,GBPUSD,Indices,FX_G10,Inter,3,0.003263,4.6364,True,"{1: 0.0512, 2: 0.0085, 3: 0.0033, 4: 0.0074}",Weekly
HANGSENG,AUDUSD,Indices,FX_G10,Inter,2,0.003708,5.6529,True,"{1: 0.024, 2: 0.0037, 3: 0.0082, 4: 0.0113}",Weekly
DAX,AUDJPY,Indices,FX_G10,Inter,1,0.003757,8.4676,True,"{1: 0.0038, 2: 0.0144, 3: 0.013, 4: 0.0152}",Weekly
GOLD,NZDUSD,Commodites,FX_G10,Inter,2,0.003953,5.5877,True,"{1: 0.017, 2: 0.004, 3: 0.0058, 4: 0.0083}",Weekly
WTI_CRUDE,GOLD,Commodites,Commodites,Intra,1,0.004069,8.3202,True,"{1: 0.0041, 2: 0.0244, 3: 0.0478, 4: 0.0078}",Weekly
PLATINUM,USDJPY,Commodites,FX_G10,Inter,2,0.004095,5.5516,True,"{1: 0.0608, 2: 0.0041, 3: 0.0071, 4: 0.0187}",Weekly
ASX200,BRENT_CRUDE,Indices,Commodites,Inter,4,0.004103,3.8729,True,"{1: 0.0525, 2: 0.0436, 3: 0.0973, 4: 0.0041}",Weekly
FTSE100,HANGSENG,Indices,Indices,Intra,2,0.004265,5.5104,True,"{1: 0.0074, 2: 0.0043, 3: 0.0122, 4: 0.0237}",Weekly
OAT_FRANCE,VIX,Bonds,Indices,Inter,1,0.004422,8.1669,True,"{1: 0.0044, 2: 0.0084, 3: 0.0098, 4: 0.0189}",Weekly
BRENT_CRUDE,USDCAD,Commodites,FX_G10,Inter,1,0.004448,8.1561,True,"{1: 0.0044, 2: 0.026, 3: 0.075, 4: 0.0982}",Weekly
FTSE100,SP500,Indices,Indices,Intra,1,0.004617,8.0877,True,"{1: 0.0046, 2: 0.0192, 3: 0.045, 4: 0.0542}",Weekly
ZINC,RX_BUND,Commodites,Bonds,Inter,2,0.004619,5.429,True,"{1: 0.0297, 2: 0.0046, 3: 0.0148, 4: 0.0166}",Weekly
USDNOK,AUDUSD,FX_G10,FX_G10,Intra,1,0.004765,8.0295,True,"{1: 0.0048, 2: 0.0138, 3: 0.0216, 4: 0.0319}",Weekly
WTI_CRUDE,TY_US10Y,Commodites,Bonds,Inter,1,0.004862,7.9925,True,"{1: 0.0049, 2: 0.0222, 3: 0.0321, 4: 0.0393}",Weekly
NZDUSD,USDCHF,FX_G10,FX_G10,Intra,3,0.004898,4.3397,True,"{1: 0.6632, 2: 0.0085, 3: 0.0049, 4: 0.0764}",Weekly
PLATINUM,GBPUSD,Commodites,FX_G10,Inter,4,0.005185,3.7369,True,"{1: 0.1263, 2: 0.3819, 3: 0.0089, 4: 0.0052}",Weekly
TY_US10Y,USDSEK,Bonds,FX_G10,Inter,1,0.005717,7.6958,True,"{1: 0.0057, 2: 0.0063, 3: 0.0086, 4: 0.013}",Weekly
FTSE100,NAT_GAS,Indices,Commodites,Inter,1,0.005776,7.677,True,"{1: 0.0058, 2: 0.0256, 3: 0.0229, 4: 0.0221}",Weekly
DOWJONES,ASX200,Indices,Indices,Intra,1,0.005817,7.664,True,"{1: 0.0058, 2: 0.0141, 3: 0.0487, 4: 0.0442}",Weekly
SP500,CAC40,Indices,Indices,Intra,2,0.005837,5.1905,True,"{1: 0.1783, 2: 0.0058, 3: 0.0134, 4: 0.0357}",Weekly
NAT_GAS,SP500,Commodites,Indices,Inter,3,0.005903,4.2032,True,"{1: 0.0697, 2: 0.0792, 3: 0.0059, 4: 0.0167}",Weekly
SP500,ASX200,Indices,Indices,Intra,1,0.005998,7.6081,True,"{1: 0.006, 2: 0.0141, 3: 0.038, 4: 0.0494}",Weekly
VIX,USDJPY,Indices,FX_G10,Inter,3,0.006163,4.1717,True,"{1: 0.0247, 2: 0.0351, 3: 0.0062, 4: 0.0101}",Weekly
GBPJPY,TY_US10Y,FX_G10,Bonds,Inter,4,0.006207,3.6321,True,"{1: 0.0087, 2: 0.0583, 3: 0.0181, 4: 0.0062}",Weekly
VIX,ASX200,Indices,Indices,Intra,2,0.006489,5.0827,True,"{1: 0.0239, 2: 0.0065, 3: 0.0361, 4: 0.0347}",Weekly
GBPUSD,USDCHF,FX_G10,FX_G10,Intra,3,0.006627,4.1186,True,"{1: 0.0526, 2: 0.0134, 3: 0.0066, 4: 0.0802}",Weekly
PLATINUM,COPPER,Commodites,Commodites,Intra,2,0.006694,5.0511,True,"{1: 0.0228, 2: 0.0067, 3: 0.0117, 4: 0.0163}",Weekly
ZINC,OAT_FRANCE,Commodites,Bonds,Inter,2,0.006879,5.0233,True,"{1: 0.2174, 2: 0.0069, 3: 0.0228, 4: 0.047}",Weekly
OAT_FRANCE,ASX200,Bonds,Indices,Inter,1,0.007086,7.3039,True,"{1: 0.0071, 2: 0.0238, 3: 0.0604, 4: 0.1191}",Weekly
NAT_GAS,NASDAQ100,Commodites,Indices,Inter,3,0.007183,4.0595,True,"{1: 0.162, 2: 0.2038, 3: 0.0072, 4: 0.0189}",Weekly
VIX,HANGSENG,Indices,Indices,Intra,2,0.007465,4.9401,True,"{1: 0.0094, 2: 0.0075, 3: 0.0222, 4: 0.0429}",Weekly
EUROSTOXX50,COPPER,Indices,Commodites,Inter,1,0.007468,7.2083,True,"{1: 0.0075, 2: 0.028, 3: 0.0306, 4: 0.0444}",Weekly
COPPER,AUDJPY,Commodites,FX_G10,Inter,1,0.007584,7.1803,True,"{1: 0.0076, 2: 0.0184, 3: 0.045, 4: 0.1023}",Weekly
ZINC,TY_US10Y,Commodites,Bonds,Inter,4,0.007644,3.5104,True,"{1: 0.1904, 2: 0.1134, 3: 0.0733, 4: 0.0076}",Weekly
G_GILT,USDSEK,Bonds,FX_G10,Inter,3,0.007648,4.0135,True,"{1: 0.0361, 2: 0.0155, 3: 0.0076, 4: 0.0153}",Weekly
EURGBP,USDCHF,FX_G10,FX_G10,Intra,1,0.007668,7.1603,True,"{1: 0.0077, 2: 0.0343, 3: 0.0692, 4: 0.0975}",Weekly
NASDAQ100,GOLD,Indices,Commodites,Inter,1,0.007721,7.1477,True,"{1: 0.0077, 2: 0.0321, 3: 0.0338, 4: 0.095}",Weekly
USDNOK,PLATINUM,FX_G10,Commodites,Inter,1,0.007767,7.1371,True,"{1: 0.0078, 2: 0.0262, 3: 0.068, 4: 0.1314}",Weekly
DAX,COPPER,Indices,Commodites,Inter,1,0.007936,7.098,True,"{1: 0.0079, 2: 0.0336, 3: 0.0341, 4: 0.0445}",Weekly
EUROSTOXX50,RX_BUND,Indices,Bonds,Inter,1,0.00798,7.0878,True,"{1: 0.008, 2: 0.026, 3: 0.0244, 4: 0.0456}",Weekly
DAX,NAT_GAS,Indices,Commodites,Inter,1,0.008024,7.0779,True,"{1: 0.008, 2: 0.034, 3: 0.0628, 4: 0.0414}",Weekly
PLATINUM,NIKKEI225,Commodites,Indices,Inter,2,0.008406,4.8194,True,"{1: 0.0438, 2: 0.0084, 3: 0.0117, 4: 0.0239}",Weekly
EUROSTOXX50,USDCAD,Indices,FX_G10,Inter,1,0.008447,6.9847,True,"{1: 0.0084, 2: 0.0253, 3: 0.0173, 4: 0.0139}",Weekly
DOWJONES,DAX,Indices,Indices,Intra,2,0.008449,4.8142,True,"{1: 0.0805, 2: 0.0084, 3: 0.0139, 4: 0.0366}",Weekly
AUDJPY,NAT_GAS,FX_G10,Commodites,Inter,1,0.008676,6.9363,True,"{1: 0.0087, 2: 0.0218, 3: 0.0547, 4: 0.0779}",Weekly
EURCHF,USDCHF,FX_G10,FX_G10,Intra,2,0.008685,4.7862,True,"{1: 0.6977, 2: 0.0087, 3: 0.0507, 4: 0.6529}",Weekly
CAC40,COPPER,Indices,Commodites,Inter,1,0.008711,6.9291,True,"{1: 0.0087, 2: 0.0328, 3: 0.0369, 4: 0.0505}",Weekly
WTI_CRUDE,EURJPY,Commodites,FX_G10,Inter,2,0.008738,4.78,True,"{1: 0.1294, 2: 0.0087, 3: 0.0227, 4: 0.0376}",Weekly
NIKKEI225,NAT_GAS,Indices,Commodites,Inter,4,0.008992,3.4152,True,"{1: 0.6585, 2: 0.8452, 3: 0.2657, 4: 0.009}",Weekly
USDCAD,AUDUSD,FX_G10,FX_G10,Intra,2,0.009214,4.726,True,"{1: 0.0355, 2: 0.0092, 3: 0.0458, 4: 0.187}",Weekly
EURGBP,USDJPY,FX_G10,FX_G10,Intra,1,0.00923,6.8243,True,"{1: 0.0092, 2: 0.0292, 3: 0.0853, 4: 0.1841}",Weekly
HANGSENG,VIX,Indices,Indices,Intra,1,0.009395,6.7923,True,"{1: 0.0094, 2: 0.0669, 3: 0.1165, 4: 0.0537}",Weekly
FTSE100,COPPER,Indices,Commodites,Inter,1,0.009403,6.7908,True,"{1: 0.0094, 2: 0.0344, 3: 0.056, 4: 0.0945}",Weekly
SP500,DAX,Indices,Indices,Intra,2,0.009477,4.6975,True,"{1: 0.1092, 2: 0.0095, 3: 0.017, 4: 0.0329}",Weekly
USDNOK,DAX,FX_G10,Indices,Inter,3,0.00955,3.8504,True,"{1: 0.1086, 2: 0.021, 3: 0.0096, 4: 0.0159}",Weekly
NAT_GAS,DOWJONES,Commodites,Indices,Inter,3,0.009592,3.8472,True,"{1: 0.0418, 2: 0.0705, 3: 0.0096, 4: 0.0293}",Weekly
VIX,NZDUSD,Indices,FX_G10,Inter,1,0.009663,6.7415,True,"{1: 0.0097, 2: 0.0291, 3: 0.0226, 4: 0.0304}",Weekly
USDCHF,NZDUSD,FX_G10,FX_G10,Intra,2,0.009787,4.6647,True,"{1: 0.0119, 2: 0.0098, 3: 0.2234, 4: 0.8317}",Weekly
HANGSENG,CAC40,Indices,Indices,Intra,1,0.009864,6.7042,True,"{1: 0.0099, 2: 0.0268, 3: 0.0723, 4: 0.0935}",Weekly
EURUSD,USDCHF,FX_G10,FX_G10,Intra,2,0.009893,4.6538,True,"{1: 0.5975, 2: 0.0099, 3: 0.0637, 4: 0.6597}",Weekly
SILVER,BRENT_CRUDE,Commodites,Commodites,Intra,2,0.009903,4.6527,True,"{1: 0.0262, 2: 0.0099, 3: 0.0164, 4: 0.0365}",Weekly
AUDJPY,EURGBP,FX_G10,FX_G10,Intra,4,0.009953,3.3556,True,"{1: 0.0352, 2: 0.0857, 3: 0.0181, 4: 0.01}",Weekly
TY_US10Y,EURJPY,Bonds,FX_G10,Inter,1,0.010026,6.6749,True,"{1: 0.01, 2: 0.0357, 3: 0.0195, 4: 0.0102}",Weekly
RUSSELL2000,NIKKEI225,Indices,Indices,Intra,1,0.010173,6.6486,True,"{1: 0.0102, 2: 0.0146, 3: 0.0251, 4: 0.023}",Weekly
USDNOK,USDCHF,FX_G10,FX_G10,Intra,4,0.010278,3.3367,True,"{1: 0.0479, 2: 0.0115, 3: 0.018, 4: 0.0103}",Weekly
FTSE100,LEAD,Indices,Commodites,Inter,1,0.010316,6.6236,True,"{1: 0.0103, 2: 0.0342, 3: 0.0867, 4: 0.123}",Weekly
GBPUSD,PLATINUM,FX_G10,Commodites,Inter,1,0.010383,6.6119,True,"{1: 0.0104, 2: 0.0236, 3: 0.0498, 4: 0.0849}",Weekly
NAT_GAS,RX_BUND,Commodites,Bonds,Inter,1,0.010527,6.587,True,"{1: 0.0105, 2: 0.0255, 3: 0.0371, 4: 0.075}",Weekly
USDNOK,EUROSTOXX50,FX_G10,Indices,Inter,3,0.01076,3.7627,True,"{1: 0.0851, 2: 0.0226, 3: 0.0108, 4: 0.0275}",Weekly
RX_BUND,NASDAQ100,Bonds,Indices,Inter,2,0.010868,4.5583,True,"{1: 0.0515, 2: 0.0109, 3: 0.0134, 4: 0.0228}",Weekly
G_GILT,USDCHF,Bonds,FX_G10,Inter,2,0.010906,4.5547,True,"{1: 0.0381, 2: 0.0109, 3: 0.0204, 4: 0.034}",Weekly
BRENT_CRUDE,USDNOK,Commodites,FX_G10,Inter,2,0.010921,4.5533,True,"{1: 0.1179, 2: 0.0109, 3: 0.0297, 4: 0.0173}",Weekly
OAT_FRANCE,SP500,Bonds,Indices,Inter,1,0.01093,6.5193,True,"{1: 0.0109, 2: 0.0314, 3: 0.0707, 4: 0.1018}",Weekly
DOWJONES,EUROSTOXX50,Indices,Indices,Intra,2,0.011437,4.5064,True,"{1: 0.0918, 2: 0.0114, 3: 0.0181, 4: 0.0436}",Weekly
WTI_CRUDE,OAT_FRANCE,Commodites,Bonds,Inter,1,0.011652,6.4044,True,"{1: 0.0117, 2: 0.0401, 3: 0.0855, 4: 0.133}",Weekly
GOLD,NIKKEI225,Commodites,Indices,Inter,4,0.011738,3.2584,True,"{1: 0.1353, 2: 0.1831, 3: 0.0602, 4: 0.0117}",Weekly
GOLD,USDCHF,Commodites,FX_G10,Inter,1,0.011765,6.387,True,"{1: 0.0118, 2: 0.063, 3: 0.0583, 4: 0.024}",Weekly
TY_US10Y,SILVER,Bonds,Commodites,Inter,1,0.011941,6.3605,True,"{1: 0.0119, 2: 0.0341, 3: 0.083, 4: 0.0581}",Weekly
RX_BUND,NZDUSD,Bonds,FX_G10,Inter,1,0.012031,6.347,True,"{1: 0.012, 2: 0.0199, 3: 0.0228, 4: 0.0306}",Weekly
VIX,NAT_GAS,Indices,Commodites,Inter,1,0.012046,6.3447,True,"{1: 0.012, 2: 0.0339, 3: 0.0226, 4: 0.021}",Weekly
GOLD,DOWJONES,Commodites,Indices,Inter,4,0.012125,3.2393,True,"{1: 0.4638, 2: 0.7028, 3: 0.0128, 4: 0.0121}",Weekly
CAC40,RX_BUND,Indices,Bonds,Inter,1,0.012379,6.2958,True,"{1: 0.0124, 2: 0.0397, 3: 0.0502, 4: 0.0788}",Weekly
FTSE100,PLATINUM,Indices,Commodites,Inter,1,0.012437,6.2874,True,"{1: 0.0124, 2: 0.0451, 3: 0.0371, 4: 0.0347}",Weekly
TY_US10Y,NASDAQ100,Bonds,Indices,Inter,1,0.012608,6.263,True,"{1: 0.0126, 2: 0.0304, 3: 0.0395, 4: 0.0727}",Weekly
FTSE100,EURUSD,Indices,FX_G10,Inter,4,0.01265,3.2143,True,"{1: 0.3841, 2: 0.7131, 3: 0.0763, 4: 0.0126}",Weekly
GBPJPY,LEAD,FX_G10,Commodites,Inter,3,0.012712,3.6399,True,"{1: 0.7777, 2: 0.8857, 3: 0.0127, 4: 0.0202}",Weekly
G_GILT,GBPJPY,Bonds,FX_G10,Inter,1,0.012777,6.2391,True,"{1: 0.0128, 2: 0.0451, 3: 0.0922, 4: 0.0883}",Weekly
SP500,AUDUSD,Indices,FX_G10,Inter,2,0.012842,4.3887,True,"{1: 0.0312, 2: 0.0128, 3: 0.0244, 4: 0.0191}",Weekly
TY_US10Y,EURGBP,Bonds,FX_G10,Inter,1,0.012908,6.2209,True,"{1: 0.0129, 2: 0.018, 3: 0.0227, 4: 0.0347}",Weekly
CAC40,USDCAD,Indices,FX_G10,Inter,1,0.013282,6.1697,True,"{1: 0.0133, 2: 0.0414, 3: 0.0369, 4: 0.0292}",Weekly
BRENT_CRUDE,ASX200,Commodites,Indices,Inter,1,0.013286,6.1691,True,"{1: 0.0133, 2: 0.0659, 3: 0.192, 4: 0.2766}",Weekly
USDCHF,EURUSD,FX_G10,FX_G10,Intra,1,0.013506,6.1399,True,"{1: 0.0135, 2: 0.0409, 3: 0.8211, 4: 0.9103}",Weekly
CAC40,NASDAQ100,Indices,Indices,Intra,1,0.013655,6.1202,True,"{1: 0.0137, 2: 0.0469, 3: 0.104, 4: 0.1478}",Weekly
NIKKEI225,GBPUSD,Indices,FX_G10,Inter,1,0.01385,6.0949,True,"{1: 0.0139, 2: 0.0354, 3: 0.0933, 4: 0.0302}",Weekly
DAX,RX_BUND,Indices,Bonds,Inter,1,0.013876,6.0916,True,"{1: 0.0139, 2: 0.0467, 3: 0.0323, 4: 0.0583}",Weekly
RUSSELL2000,GBPUSD,Indices,FX_G10,Inter,1,0.013888,6.0901,True,"{1: 0.0139, 2: 0.05, 3: 0.0608, 4: 0.023}",Weekly
G_GILT,EURUSD,Bonds,FX_G10,Inter,3,0.014197,3.5584,True,"{1: 0.1153, 2: 0.0242, 3: 0.0142, 4: 0.0292}",Weekly
SILVER,ASX200,Commodites,Indices,Inter,1,0.014224,6.0474,True,"{1: 0.0142, 2: 0.0193, 3: 0.0432, 4: 0.0837}",Weekly
RUSSELL2000,AUDUSD,Indices,FX_G10,Inter,1,0.014237,6.0456,True,"{1: 0.0142, 2: 0.0197, 3: 0.0543, 4: 0.0394}",Weekly
WTI_CRUDE,ASX200,Commodites,Indices,Inter,1,0.01442,6.0229,True,"{1: 0.0144, 2: 0.0597, 3: 0.2754, 4: 0.3885}",Weekly
SP500,EUROSTOXX50,Indices,Indices,Intra,2,0.014471,4.2675,True,"{1: 0.1811, 2: 0.0145, 3: 0.0239, 4: 0.0659}",Weekly
AUDUSD,EURUSD,FX_G10,FX_G10,Intra,1,0.014507,6.0121,True,"{1: 0.0145, 2: 0.0438, 3: 0.065, 4: 0.0306}",Weekly
EURJPY,LEAD,FX_G10,Commodites,Inter,4,0.014826,3.1203,True,"{1: 0.5459, 2: 0.3921, 3: 0.0608, 4: 0.0148}",Weekly
PLATINUM,DAX,Commodites,Indices,Inter,2,0.015157,4.2204,True,"{1: 0.1245, 2: 0.0152, 3: 0.0309, 4: 0.0388}",Weekly
SP500,GBPUSD,Indices,FX_G10,Inter,4,0.015326,3.1007,True,"{1: 0.0996, 2: 0.1469, 3: 0.045, 4: 0.0153}",Weekly
RX_BUND,ASX200,Bonds,Indices,Inter,1,0.015699,5.8714,True,"{1: 0.0157, 2: 0.0477, 3: 0.0821, 4: 0.1526}",Weekly
EUROSTOXX50,NZDUSD,Indices,FX_G10,Inter,1,0.016082,5.8286,True,"{1: 0.0161, 2: 0.0579, 3: 0.0551, 4: 0.0376}",Weekly
AUDJPY,TY_US10Y,FX_G10,Bonds,Inter,3,0.016101,3.4655,True,"{1: 0.1401, 2: 0.0293, 3: 0.0161, 4: 0.0268}",Weekly
RUSSELL2000,DOWJONES,Indices,Indices,Intra,1,0.016151,5.821,True,"{1: 0.0162, 2: 0.0537, 3: 0.02, 4: 0.043}",Weekly
HANGSENG,GBPUSD,Indices,FX_G10,Inter,1,0.016252,5.8099,True,"{1: 0.0163, 2: 0.045, 3: 0.0294, 4: 0.0334}",Weekly
OAT_FRANCE,WTI_CRUDE,Bonds,Commodites,Inter,1,0.016264,5.8087,True,"{1: 0.0163, 2: 0.0705, 3: 0.1073, 4: 0.2111}",Weekly
NZDUSD,EURUSD,FX_G10,FX_G10,Intra,1,0.016616,5.7706,True,"{1: 0.0166, 2: 0.0477, 3: 0.1089, 4: 0.0847}",Weekly
BRENT_CRUDE,EURCHF,Commodites,FX_G10,Inter,1,0.016816,5.7494,True,"{1: 0.0168, 2: 0.1162, 3: 0.2171, 4: 0.5361}",Weekly
VIX,EURJPY,Indices,FX_G10,Inter,1,0.01735,5.6939,True,"{1: 0.0174, 2: 0.0183, 3: 0.036, 4: 0.0616}",Weekly
NAT_GAS,VIX,Commodites,Indices,Inter,3,0.017495,3.4041,True,"{1: 0.0924, 2: 0.0278, 3: 0.0175, 4: 0.0365}",Weekly
SILVER,GBPUSD,Commodites,FX_G10,Inter,1,0.017622,5.6663,True,"{1: 0.0176, 2: 0.0545, 3: 0.0296, 4: 0.0236}",Weekly
GBPJPY,EURGBP,FX_G10,FX_G10,Intra,3,0.01769,3.3959,True,"{1: 0.125, 2: 0.0566, 3: 0.0177, 4: 0.0291}",Weekly
NASDAQ100,EURGBP,Indices,FX_G10,Inter,2,0.018004,4.0458,True,"{1: 0.024, 2: 0.018, 3: 0.0287, 4: 0.044}",Weekly
TY_US10Y,SP500,Bonds,Indices,Inter,1,0.018047,5.6241,True,"{1: 0.018, 2: 0.0483, 3: 0.068, 4: 0.122}",Weekly
EURCHF,EURUSD,FX_G10,FX_G10,Intra,1,0.018956,5.5372,True,"{1: 0.019, 2: 0.0534, 3: 0.8594, 4: 0.9349}",Weekly
VIX,USDCAD,Indices,FX_G10,Inter,1,0.018971,5.5358,True,"{1: 0.019, 2: 0.024, 3: 0.0243, 4: 0.0306}",Weekly
